movie_id,rating,votes
64727,5.2,1000
64730,7.0,170
64741,6.5,88
64746,5.4,45
64751,6.6,19
64753,6.1,14
64761,6.7,13
64768,4.3,39
64772,5.2,35
64774,6.5,254
64779,6.4,414
64781,6.9,944
64787,6.3,688
64788,6.4,29
64791,6.9,2774
64796,5.8,118
64803,4.3,14
64804,5.8,143
64806,6.9,2870
64820,6.8,283
64821,7.3,132
64822,7.2,6
64831,7.8,14
64832,7.3,33
64839,7.9,984
64843,7.1,472
64847,6.2,15
64848,4.9,65
64849,7.3,7
64858,6.9,7
64863,7.5,30
64864,7.9,14
64881,6.9,418
64900,6.5,81
64902,6.0,334
64904,6.5,3238
64905,6.1,438
64930,5.8,102
64931,6.9,78
64932,6.4,289
64933,5.5,85
64945,2.7,19
64949,5.6,3270
64953,6.2,31
64956,7.3,46
64963,5.9,71
64964,5.0,118
64980,6.8,16
65005,4.2,5
65012,5.9,168
65034,6.4,10
65039,5.8,19
65040,4.6,67
65050,8.0,94
65073,6.4,5186
65080,5.7,84
65084,7.0,5
65111,7.7,40
65117,6.9,149
65127,6.6,390
65128,7.7,41
65134,7.0,23369
65139,7.6,29
65140,6.9,118
65143,7.2,17714
65147,6.6,154
65161,6.1,192
65167,3.6,19
65168,5.4,1248
65171,6.0,76
65173,6.0,549
65174,4.6,51
65188,6.5,24
65189,5.1,15
65192,6.3,51
65210,5.6,332
65213,5.0,100
65221,7.2,69
65222,5.4,33
65235,6.9,442
65248,6.4,13
65251,4.9,161
65253,4.7,9
65254,4.3,26
65256,4.7,9
65259,6.7,88
65265,5.8,128
65331,7.5,685
65359,5.8,18
65360,6.6,939
65363,5.0,50
65365,5.0,16
65366,7.0,105
65367,5.1,94
65370,6.1,191
65371,5.6,273
65372,6.1,147
65373,4.4,32
65374,5.5,646
65375,5.0,262
65376,7.1,335
65377,6.6,17163
65378,5.7,87
65379,5.3,10
65380,5.4,714
65384,4.5,113
65385,6.3,130
65390,4.0,277
65391,6.7,1614
65392,7.2,6
65393,7.1,138
65394,6.6,18
65395,4.6,7
65396,7.3,1122
65398,6.6,2873
65400,5.9,595
65401,5.1,328
65402,4.0,6
65405,5.4,140
65406,5.5,45
65407,3.6,283
65408,7.0,439
65410,6.0,34
65411,8.6,29
65413,5.2,76
65414,7.3,26
65417,8.2,2281
65418,5.7,39
65420,6.4,289
65421,7.1,91764
65422,5.7,235
65424,4.9,249
65425,5.8,155
65427,6.5,10
65429,6.0,22
65430,5.4,93
65432,6.1,181
65434,5.8,9
65436,6.9,5362
65437,7.5,8
65439,7.9,3668
65441,5.9,242
65443,6.3,78
65445,5.3,31
65446,7.2,8442
65447,7.0,28
65448,6.3,20
65450,7.1,556
65451,6.4,1413
65452,6.4,231
65453,8.2,18
65454,5.3,285
65456,4.9,482
65457,7.8,986
65458,3.5,40
65459,5.2,160
65460,5.0,146
65462,6.1,41356
65465,5.8,383
65466,6.2,9904
65467,5.9,17
65470,2.6,733
65474,4.8,105
65476,5.4,25
65478,4.0,862
65479,5.7,19
65480,2.7,400
65481,5.7,2928
65482,5.5,664
65483,4.2,376
65484,5.8,436
65486,7.0,3429
65488,7.6,4218
65489,7.3,1662
65491,6.2,2916
65492,7.0,4316
65493,5.1,100
65494,6.1,441
65495,6.6,162
65497,7.0,10
65498,5.9,24
65499,6.8,596
65500,5.2,8
65501,5.1,172
65503,6.8,214
65506,4.5,113
65509,6.2,694
65511,4.9,718
65512,6.0,139
65514,6.8,46
65515,5.8,273
65516,6.0,270
65518,6.4,328
65520,5.7,515
65521,5.8,119
65524,5.9,2105
65525,6.0,2539
65526,2.8,26
65527,5.9,32
65528,7.1,21649
65529,6.4,7
65530,7.0,40
65531,8.0,21679
65533,7.3,117
65535,4.1,11
65536,5.6,60
65538,5.7,34
65539,6.8,31
65541,6.7,103
65542,6.9,3986
65543,6.9,63
65544,6.8,55
65545,5.2,18
65547,6.9,8815
65549,5.6,272
65550,6.0,330
65551,6.7,127
65553,5.8,2609
65554,6.6,181
65555,6.4,2199
65557,4.6,55
65560,6.2,408
65561,6.6,31
65562,6.7,7
65563,6.1,51
65565,6.3,168
65567,4.0,6
65568,6.2,377
65569,5.7,2652
65570,6.0,961
65571,8.0,26279
65572,4.7,65
65573,6.6,105
65574,5.2,84
65575,5.5,283
65577,5.9,134
65578,5.1,17
65579,6.5,1702
65580,6.0,3583
65581,5.8,306
65582,4.4,151
65584,5.8,146
65585,6.8,23
65586,3.2,27
65587,8.1,16
65588,6.3,436
65589,5.7,271
65590,5.0,70
65591,5.0,1637
65593,6.9,4960
65595,5.1,762
65596,3.3,450
65597,5.6,1982
65598,6.8,43
65599,5.7,16
65600,7.6,636
65601,4.6,25
65607,7.5,49
65610,6.2,430
65611,6.1,1937
65612,7.2,36
65613,4.7,39
65614,5.4,320
65616,6.3,188
65617,4.3,6
65618,6.6,53
65619,5.0,74
65620,6.7,884
65621,5.0,52
65622,7.1,9699
65623,4.6,47
65626,7.2,43
65628,3.8,18
65629,5.6,9
65630,7.1,88
65631,6.8,92
65632,4.2,239
65633,5.0,10
65636,6.9,1332
65638,5.6,53
65639,6.0,43
65640,5.4,163
65641,5.4,297
65642,5.3,787
65643,5.2,230
65644,5.5,15
65646,5.4,225
65648,5.4,348
65649,7.4,6037
65651,7.5,8080
65652,5.4,253
65653,7.1,75
65656,5.8,881
65659,7.2,5
65660,4.2,543
65661,7.1,12
65662,7.2,1100
65663,5.6,7
65666,7.7,842
65669,5.5,3667
65670,8.3,5708
65671,7.3,601
65672,6.3,135
65673,5.8,16
65674,6.9,16
65675,5.6,17
65677,6.2,1345
65681,5.7,47
65685,4.7,136
65686,6.3,465
65687,8.1,2395
65688,7.0,49
65690,5.2,44
65691,5.2,25
65692,6.6,273
65693,5.4,529
65698,7.1,63
65699,3.9,30
65700,6.5,536
65701,4.3,78
65702,6.4,1301
65703,7.2,278
65704,6.4,60
65705,7.3,41
65709,5.1,407
65711,5.9,324
65712,3.7,24
65713,7.0,14
65715,5.9,113
65716,7.0,172
65718,4.7,187
65719,6.4,72
65720,6.5,1197
65722,6.0,86
65724,7.5,32731
65726,5.7,456
65727,2.5,549
65731,5.2,120
65732,5.6,34
65735,5.7,72
65736,6.8,11
65737,6.1,623
65739,4.4,44
65740,3.8,32
65742,6.2,5
65743,4.1,27
65744,5.7,1534
65748,6.3,17
65749,5.1,37
65750,3.6,644
65753,7.1,45
65754,7.9,16
65755,5.5,991
65757,6.2,411
65758,6.0,38
65760,4.2,1220
65761,6.7,9687
65762,4.8,404
65764,7.1,98
65766,3.5,13
65767,6.8,30
65768,5.9,43
65769,6.5,5877
65770,6.6,56
65772,7.7,8708
65773,6.7,26
65774,3.7,15
65775,6.4,1167
65776,5.3,1045
65777,7.4,5995
65780,7.9,10613
65782,7.4,3214
65783,5.6,22
65784,5.2,40
65785,4.7,22
65787,6.5,31
65788,7.2,848
65790,5.6,340
65792,7.0,32
65795,5.8,365
65797,6.9,2330
65799,5.4,81
65801,5.6,98
65802,4.5,141
65803,6.4,94
65804,5.4,243
65806,6.7,50
65807,7.2,197
65808,6.5,1194
65809,6.9,142
65810,5.9,315
65815,5.4,217
65817,7.0,361
65818,6.1,28
65820,6.1,976
65823,4.4,87
65828,4.7,150
65830,6.8,52
65831,7.3,37
65832,3.3,16960
65833,6.3,11
65834,7.2,544
65835,6.8,326
65836,6.2,4242
65838,7.7,163
65839,6.9,1206
65841,5.9,8
65842,5.2,83
65843,5.6,16
65844,6.2,51
65845,5.6,14
65846,3.4,10
65847,7.2,29
65848,6.4,2660
65850,5.8,811
65851,5.8,2159
65852,3.1,804
65854,6.6,5253
65856,6.4,2593
65859,4.9,93
65861,7.6,51
65862,7.5,39
65865,6.2,380
65866,3.5,23
65867,7.3,5359
65871,4.8,138
65872,7.5,2372
65873,8.0,14
65874,6.6,1647
65876,6.3,49
65877,4.4,449
65878,7.6,11
65879,7.3,269
65883,7.3,6
65887,3.9,548
65889,8.1,9217
65890,5.1,133
65891,5.2,98
65892,6.7,85
65897,6.8,5
65898,4.4,9
65900,5.9,8
65903,6.6,45
65905,5.1,284
65906,7.5,34
65907,7.4,25
65908,8.0,2775
65909,6.9,41
65913,6.6,468
65914,6.2,37
65915,4.9,213
65916,6.8,2758
65917,6.0,207
65918,6.2,206
65919,6.8,14
65920,4.6,77
65921,6.1,18
65922,6.1,1520
65925,5.2,97
65926,6.1,32
65927,5.3,32
65928,6.6,11
65931,7.5,6
65932,6.6,1170
65933,7.3,12
65935,5.6,5
65936,7.2,885
65938,7.6,44560
65943,5.7,144
65944,7.5,390
65945,7.5,22
65948,6.9,739
65949,6.7,43
65950,6.3,1760
65951,6.6,82
65954,4.2,210
65955,7.4,5943
65957,5.9,541
65958,6.2,121
65959,6.3,7
65962,5.4,323
65963,7.0,2199
65964,4.8,25
65966,5.3,145
65967,5.3,159
65968,3.1,143
65969,7.2,2815
65970,6.8,194
65973,4.7,40
65974,6.1,518
65975,4.9,209
65979,6.8,708
65980,5.6,22
65981,6.0,958
65983,6.0,24
65984,4.2,34
65985,3.2,6
65986,2.9,14
65987,7.5,341
65988,7.6,32376
65989,6.0,1050
65991,6.4,117
65992,5.8,159
65994,6.2,245
65995,4.9,10
65999,6.7,558
66001,5.9,985
66002,5.5,443
66004,6.3,28
66006,6.0,271
66007,5.0,60
66009,5.5,30
66011,6.9,30155
66013,6.7,19
66015,5.8,461
66016,6.6,1085
66017,6.0,545
66018,7.1,19
66020,6.7,233
66022,6.0,9
66023,6.4,31
66024,5.5,51
66025,5.4,37
66026,7.4,66751
66027,6.7,64
66029,5.2,5
66031,7.1,770
66032,5.5,51
66033,5.3,265
66034,5.2,250
66035,6.9,163
66036,6.6,135
66037,7.0,7
66038,3.9,29
66040,6.8,2061
66041,6.6,120
66042,6.6,37
66043,7.2,219
66045,6.0,129
66047,5.9,7
66048,6.0,9
66049,6.9,8013
66050,5.9,1095
66052,5.6,108
66053,6.4,2057
66056,4.1,30
66058,4.6,380
66063,4.8,249
66064,6.5,1386
66066,4.3,22
66067,6.9,51
66070,8.0,4522
66071,4.6,69
66072,6.0,8
66073,5.0,7
66075,6.9,230
66076,5.4,12
66077,5.2,54
66078,8.4,6045
66080,6.2,669
66081,6.1,44
66082,3.8,16
66083,4.8,71
66086,5.9,68
66087,3.0,6
66089,6.2,42
66090,6.9,3266
66091,8.3,9
66093,7.1,2377
66094,5.2,16
66095,4.8,78
66096,5.9,395
66098,6.5,430
66099,4.0,136
66101,6.7,289
66102,5.1,140
66104,5.8,1515
66108,5.9,698
66109,7.1,2320
66110,2.9,175
66113,5.1,254
66115,4.4,2799
66116,7.1,159
66119,5.7,27
66120,6.9,101
66121,6.9,557
66122,7.2,5196
66123,5.8,8
66124,7.8,815
66125,3.8,46
66126,5.4,441
66128,4.8,70
66129,6.1,20
66130,5.1,1096
66132,5.7,591
66135,7.1,16
66136,6.6,318
66137,7.6,65
66141,6.6,1417
66143,3.5,31
66144,5.1,465
66145,6.0,75
66148,5.3,27
66151,4.1,76
66152,6.7,105
66153,7.4,193
66154,6.0,1501
66156,4.5,648
66157,5.8,74
66158,4.3,153
66160,5.4,1465
66162,5.4,173
66163,6.8,408
66164,5.1,204
66165,7.3,38
66167,6.6,696
66168,4.4,94
66169,6.4,54
66171,6.4,121
66172,6.5,15
66174,4.5,13
66175,7.2,50
66177,6.2,19
66181,6.4,3533
66183,5.0,388
66184,5.7,859
66185,6.1,215
66187,6.5,10
66188,5.5,24
66190,7.0,102
66191,4.7,16
66192,7.1,314
66193,7.1,7334
66195,6.5,3288
66197,5.6,16
66198,7.8,135
66199,6.9,21
66201,5.8,23
66202,6.4,58
66206,7.9,92755
66207,7.0,4149
66208,7.0,96
66209,6.3,187
66210,5.3,325
66211,7.9,28
66212,6.4,629
66214,6.9,9381
66216,5.2,224
66217,5.0,57
66218,6.1,25
66219,6.7,34
66221,4.7,202
66222,4.9,240
66223,5.0,36
66225,5.7,69
66227,6.9,4572
66228,5.4,60
66229,6.0,119
66230,3.7,19
66231,5.7,14
66233,7.0,251
66234,6.0,237
66236,6.0,15
66237,8.1,1421
66238,5.5,228
66239,6.4,8
66240,6.3,602
66241,7.0,201
66242,6.4,11
66243,6.3,369
66245,7.0,251
66248,6.7,68
66249,7.1,10434
66250,5.0,13
66251,6.8,121
66252,6.6,34
66253,6.1,19
66255,8.0,68
66256,6.7,958
66258,6.0,960
66259,7.0,7
66260,4.7,487
66262,6.6,636
66265,6.9,3308
66266,6.6,567
66267,5.5,296
66268,4.0,540
66271,5.2,8
66273,5.2,484
66274,5.4,299
66276,6.0,36
66277,5.5,79
66279,7.3,3944
66282,4.9,8
66283,3.7,76
66284,4.6,16
66285,5.4,83
66286,4.0,582
66287,3.2,25
66288,6.8,77
66289,7.6,3066
66290,4.2,18
66291,4.4,103
66295,5.1,109
66296,5.8,227
66297,4.7,9
66299,6.9,15
66300,7.8,34
66301,6.8,10466
66302,6.9,581
66303,5.2,19
66307,4.0,19
66309,6.0,8
66312,5.7,70
66315,4.8,492
66316,7.1,12
66318,7.3,1536
66319,7.4,8638
66320,5.1,281
66323,7.1,234
66324,7.6,93
66325,6.8,24
66328,7.0,567
66329,6.8,18
66331,4.5,26
66333,4.7,187
66334,5.1,69
66335,6.6,27
66336,6.3,24
66337,4.9,15
66338,5.4,5
66341,4.7,593
66344,7.5,8824
66346,3.5,38
66349,4.4,310
66350,4.8,83
66351,6.9,158
66355,5.8,18
66363,4.9,18
66364,5.8,167
66366,5.4,39
66370,7.0,97
66371,6.8,14
66374,7.5,656
66375,7.4,30
66377,4.4,8
66378,4.3,13
66379,4.4,184
66380,5.4,4215
66383,6.4,39
66384,4.6,327
66385,7.1,430
66386,7.2,37
66388,7.8,13
66390,6.9,4848
66391,4.7,38
66392,7.2,824
66393,4.0,405
66395,4.7,29
66400,7.0,102
66401,7.2,542
66402,6.5,2600
66405,5.2,18
66407,5.3,860
66410,6.8,71
66412,7.0,3800
66413,6.9,2434
66414,6.1,61
66415,6.8,1448
66416,6.4,239
66417,5.0,200
66418,5.4,281
66419,6.2,30
66420,6.1,474
66421,5.9,261
66422,5.6,347
66423,6.4,2721
66424,8.6,5
66425,4.3,36
66426,5.3,52
66429,7.6,666
66430,5.5,171
66431,5.4,7
66433,6.2,17
66434,6.7,47300
66436,5.6,628
66438,5.4,49
66442,6.9,174
66445,6.2,714
66446,5.2,15
66448,7.0,4055
66449,5.7,2271
66450,6.1,3172
66454,6.5,352
66457,5.6,27
66460,5.0,12
66461,8.5,2047
66463,6.1,218
66465,5.8,28
66466,7.1,561
66468,6.2,609
66469,5.5,178
66470,4.6,165
66471,6.7,3232
66472,6.8,25
66473,7.5,31272
66474,6.5,32
66475,3.7,196
66476,2.3,2714
66477,5.8,38
66479,3.6,311
66482,6.3,2575
66483,6.0,73
66484,5.0,30
66485,6.3,289
66487,5.7,49
66489,4.7,31
66491,7.5,10399
66492,3.9,2293
66493,5.1,12
66494,5.6,510
66495,6.5,5719
66496,6.2,75
66497,6.4,99
66498,7.8,2437
66499,6.3,154
66500,8.2,3141
66501,6.1,56
66502,6.8,305
66503,8.3,43
66505,5.0,53
66507,4.5,105
66511,7.6,1379
66512,5.2,147
66514,7.0,374
66515,7.0,195
66516,7.2,8040
66517,6.8,562
66518,6.5,5319
66519,4.2,157
66523,6.5,45
66526,7.0,18
66528,6.1,299
66530,6.8,1232
66531,6.3,235
66532,5.8,348
66533,6.8,182
66536,7.0,756
66537,6.8,102
66538,6.7,15
66540,5.5,1007
66542,6.1,653
66543,6.4,468
66544,7.8,17
66546,7.4,2351
66548,5.8,244
66549,7.3,8639
66550,6.6,1723
66551,6.3,44
66553,3.8,556
66554,6.0,177
66556,2.9,208
66557,4.5,69
66558,6.5,8
66559,5.8,471
66561,5.2,2236
66563,6.5,1710
66564,4.6,1131
66565,7.9,6428
66568,3.6,15
66569,4.7,86
66571,4.2,18
66574,5.3,353
66575,5.3,7
66577,5.5,122
66578,5.4,3209
66580,8.2,15793
66581,6.8,67
66583,7.0,61
66584,6.6,16
66585,6.5,1727
66587,7.0,51
66589,6.3,25
66590,6.4,8
66592,3.4,200
66593,5.8,1052
66594,6.6,169
66600,6.5,684
66601,7.0,14380
66602,7.2,1290
66603,7.1,2256
66604,7.1,11
66605,6.0,303
66606,5.7,10
66611,4.2,12
66612,7.4,3874
66613,4.1,8
66614,6.5,49
66615,7.6,5
66617,6.5,93
66618,6.4,88
66619,7.2,75
66621,5.2,44
66622,6.3,35
66623,5.7,139
66639,7.3,902
66660,6.8,89
66728,5.9,1967
66729,5.0,24
66730,7.6,7394
66731,4.2,123
66732,5.9,1852
66734,5.4,18
66735,6.7,7055
66736,3.7,87
66737,6.6,14
66739,6.6,225
66740,7.1,13213
66742,6.3,169
66743,4.7,206
66745,6.0,1746
66746,6.2,141
66747,5.6,38
66749,6.2,78
66750,7.0,106
66752,5.9,16
66753,7.0,8
66754,6.4,145
66756,7.7,81
66757,4.8,146
66758,8.2,1505
66760,6.3,38
66761,4.6,65
66762,3.3,17
66763,8.5,28838
66764,3.8,175
66765,7.6,28495
66766,6.7,267
66767,6.4,6887
66769,7.2,33184
66770,5.9,19
66771,4.6,326
66773,6.6,1598
66774,4.5,103
66775,5.5,134
66777,4.6,24
66778,6.1,16
66779,5.3,110
66781,5.9,115
66783,6.5,138
66784,6.6,46
66787,7.5,64
66789,6.4,216
66791,3.2,57
66793,7.6,16
66794,5.7,10
66795,7.1,63
66797,3.4,59
66798,7.0,2104
66799,5.4,59
66801,4.5,255
66802,3.9,260
66803,4.5,96
66806,7.4,776
66807,6.5,346
66808,7.0,33562
66809,7.0,31
66811,6.0,1650
66812,7.4,180
66814,4.1,146
66815,4.8,808
66816,3.2,612
66817,7.1,33593
66818,5.5,77
66819,7.2,15563
66822,6.4,77
66823,6.8,17
66824,6.9,930
66826,6.3,1393
66827,5.1,1391
66828,6.0,22
66829,5.6,236
66830,5.9,2308
66831,7.2,11082
66832,6.3,5455
66834,5.5,941
66835,5.6,336
66838,5.9,14
66840,5.3,23
66841,6.8,591
66842,7.4,1242
66843,4.9,12
66844,6.4,1067
66845,2.8,677
66846,2.7,426
66847,4.5,318
66848,5.6,890
66849,6.4,4732
66850,5.2,402
66851,5.4,44
66852,4.8,130
66853,6.0,32
66854,6.9,124
66855,7.4,69
66856,5.6,1529
66857,5.6,457
66858,6.8,2914
66860,7.8,68
66861,5.2,57
66863,5.4,1244
66865,6.2,63
66866,6.9,177
66867,6.4,187
66868,6.3,62
66870,6.0,924
66871,5.4,355
66872,5.6,174
66873,5.7,44
66875,5.4,121
66877,6.8,87
66878,5.3,24
66879,5.3,112
66880,7.7,186
66881,5.1,7
66882,6.6,29
66883,7.9,168
66885,5.2,5
66886,4.8,756
66887,5.5,53
66888,6.7,249
66889,5.9,122
66891,4.6,10
66892,7.0,11227
66893,3.8,402
66894,6.2,2429
66895,6.2,2767
66896,5.6,27
66897,5.6,94
66898,6.2,94
66900,5.6,1012
66901,7.5,203
66903,7.9,21
66905,3.9,223
66906,7.6,1770
66907,6.7,4644
66908,5.4,53
66909,6.2,27
66911,4.9,13
66913,5.3,90
66914,4.9,2113
66915,5.4,410
66916,6.8,11
66919,7.7,2758
66920,5.1,116
66921,8.3,744706
66923,5.1,107
66924,6.7,2517
66927,6.7,1913
66928,5.9,476
66929,5.0,42
66930,4.1,41
66936,6.8,957
66939,6.7,989
66940,7.2,1182
66941,6.9,176
66943,6.8,570
66945,5.6,211
66947,7.1,105
66949,4.8,50
66950,5.4,1741
66951,5.7,77
66952,5.8,2253
66955,4.5,658
66956,6.9,84
66958,4.2,496
66960,5.0,494
66961,6.6,274
66962,6.9,7
66963,7.0,2834
66966,5.8,12
66967,5.7,11
66968,7.1,1000
66969,6.5,277
66970,5.8,2232
66974,7.0,68
66980,6.2,258
66981,3.9,120
66982,5.4,1329
66983,5.7,35
66984,6.4,377
66985,5.4,45
66986,6.1,239
66988,7.5,755
66989,7.4,4756
66990,5.9,133
66993,7.8,13281
66995,6.6,93906
66996,5.0,658
66997,7.7,1008
66999,7.7,141291
67000,6.2,13
67002,7.0,375
67003,6.2,1399
67004,4.4,228
67006,6.8,41
67009,6.8,879
67010,6.5,181
67011,4.0,145
67012,5.9,111
67013,7.1,324
67014,5.1,213
67015,6.0,49
67016,5.6,479
67017,3.6,1740
67019,3.8,16
67020,6.1,24
67022,5.7,105
67024,6.9,75
67025,6.1,183
67026,7.0,439
67027,6.6,253
67028,7.8,40
67029,6.7,141
67030,4.7,195
67031,3.3,26
67032,6.8,18
67033,7.1,15
67034,5.8,50
67035,5.7,120
67036,5.3,6
67037,6.1,143
67038,5.9,134
67040,6.6,1037
67041,4.3,20
67042,3.8,45
67044,6.2,9
67047,7.2,3795
67048,7.0,320
67049,4.0,17
67050,5.0,37
67052,6.0,1471
67054,7.7,52
67055,5.3,2810
67056,6.1,294
67057,3.8,169
67058,5.7,12
67061,3.6,140
67063,5.1,25
67065,6.3,31584
67067,5.5,64
67068,7.0,687
67069,5.1,834
67074,4.1,44
67075,5.1,14
67076,5.1,651
67079,7.6,66
67084,6.3,1217
67085,6.8,3391
67087,5.8,245
67088,8.2,10
67093,8.0,38635
67094,4.9,367
67095,6.0,170
67097,6.5,11
67099,5.9,311
67100,5.7,544
67101,7.4,13
67103,5.9,135
67104,6.4,456
67105,6.1,116
67108,7.2,6382
67109,6.5,1011
67111,7.0,338
67112,6.6,457
67113,5.7,23
67115,6.0,19
67116,7.7,108058
67117,5.7,12
67118,6.6,863
67119,5.9,1227
67121,5.4,145
67122,6.5,46
67123,3.6,1265
67124,5.0,1323
67126,4.4,96
67128,7.4,28308
67133,3.8,468
67134,6.6,1638
67135,5.2,135
67137,6.5,53
67140,7.6,29543
67141,4.8,506
67142,6.3,361
67144,7.3,4935
67145,4.2,152
67146,5.9,439
67148,6.1,4601
67149,5.9,48
67150,6.3,49
67154,6.5,11
67155,7.0,292
67156,4.9,47
67158,4.0,33
67160,5.9,10
67162,6.7,1161
67163,6.2,65
67164,7.3,989
67165,6.0,36
67167,6.0,28
67168,6.4,1126
67169,3.7,358
67171,5.4,36
67173,6.2,20
67174,7.0,45
67175,3.0,157
67176,6.2,2204
67177,7.0,68
67178,6.8,407
67180,6.0,278
67183,7.3,746
67185,7.9,69833
67187,6.3,41
67189,3.8,25
67190,2.9,34
67191,5.2,162
67192,4.1,361
67197,7.4,718
67198,7.4,48
67199,7.0,63
67201,6.8,37
67202,6.3,10
67203,2.1,43
67204,7.0,2903
67206,4.8,191
67208,6.8,48
67210,4.4,27
67211,5.5,156
67212,5.4,150
67214,5.1,104
67216,6.3,1012
67217,7.2,5602
67219,6.6,775
67224,6.3,2507
67225,5.3,12
67226,4.4,7
67227,7.4,4193
67228,6.1,62
67229,6.0,3194
67231,6.5,269
67232,3.8,78
67233,6.0,67
67234,6.2,43
67236,5.4,617
67237,6.2,496
67238,5.0,7
67242,7.7,1092
67243,5.5,465
67244,7.9,25
67245,3.5,1399
67246,6.3,16
67248,6.2,379
67249,7.3,806
67251,4.1,19
67252,7.5,149
67254,6.3,40
67255,4.5,28
67256,7.2,404
67258,6.5,426
67260,5.0,267
67263,6.0,27
67264,4.6,7
67266,4.3,364
67268,6.0,61
67269,4.6,5
67270,7.0,24
67274,7.2,2759
67275,7.5,237
67276,7.4,753
67277,7.9,15392
67278,7.8,19
67280,6.2,479
67281,6.3,23
67282,4.5,231
67283,5.0,360
67284,7.7,22
67285,5.0,206
67286,5.9,56
67288,7.3,11
67292,5.0,126
67293,6.1,14
67295,5.0,5
67296,7.4,186
67297,5.2,273
67298,6.9,10
67299,5.4,122
67300,7.2,87
67302,6.2,1107
67303,5.8,438
67305,4.7,143
67306,7.2,748
67308,7.0,42
67309,7.1,21849
67310,5.5,57
67311,3.4,32
67312,6.6,12
67313,6.8,827
67314,6.6,1275
67317,6.4,9
67318,5.0,183
67319,5.7,64
67320,4.4,28
67321,5.0,1740
67322,7.2,306
67323,6.2,340
67324,8.0,2496
67325,4.2,22
67327,6.4,1723
67328,8.0,41558
67329,6.4,1317
67331,6.4,77
67332,6.0,80
67333,7.0,4140
67334,6.8,9095
67337,6.0,6
67338,7.2,14
67339,6.8,21
67340,4.7,23
67341,6.4,7012
67342,6.2,17
67343,5.9,78
67344,3.2,17
67345,6.1,1277
67350,7.0,2472
67352,4.4,103
67354,5.0,279
67355,7.5,19354
67356,4.2,17
67357,6.9,434
67358,6.8,45
67359,4.9,270
67360,5.5,56
67361,6.9,4358
67362,6.3,34
67364,5.1,10
67365,5.5,78
67367,5.8,2314
67369,4.4,68
67372,7.4,12388
67373,3.8,38
67374,7.2,17
67375,6.3,840
67376,6.6,56
67377,6.3,304
67379,6.1,22
67381,5.4,341
67382,5.6,420
67383,6.0,94
67384,6.7,2657
67385,6.1,704
67386,6.9,1283
67388,6.8,2676
67389,6.5,48
67390,5.2,168
67392,6.1,52
67394,7.1,51
67395,5.9,251
67396,5.0,684
67397,6.6,1264
67398,6.3,136
67400,4.7,138
67402,7.2,3905
67403,7.0,57
67404,6.3,73
67405,6.1,203
